time,maxScreenAirTemp,minScreenAirTemp,max10mWindGust,significantWeatherCode,totalPrecipAmount,totalSnowAmount,windSpeed10m,windDirectionFrom10m,windGustSpeed10m,visibility,mslp,screenRelativeHumidity,feelsLikeTemp,uvIndex,probOfPrecipitation,probOfSnow,probOfHeavySnow,probOfRain,probOfHeavyRain,probOfHail,probOfSferics,date_creation,forecast,location_name,score_rain,score_wind,score
2025-11-21 18:00:00,6.33,1.8,4.56,7,0.0,0.0,1.81,273,3.05,33639,102796,81.6,0.17,0,4,3,0,3,0,0,0,2025-11-19 12:55:00,True,lannacombe,0.0,0.0,0.0
2025-11-21 21:00:00,2.25,2.02,5.46,7,0.0,0.0,2.28,246,4.03,32084,102731,80.89,0.07,0,5,3,0,3,0,0,0,2025-11-19 12:55:00,True,lannacombe,0.0,0.0,0.0
2025-11-22 00:00:00,4.64,2.16,6.8,7,0.0,0.0,3.89,223,6.72,26466,102550,77.2,1.81,0,11,3,0,10,5,1,0,2025-11-19 12:55:00,True,lannacombe,0.0,0.0,0.0
2025-11-22 03:00:00,6.97,4.59,12.01,8,0.0,0.0,5.42,213,9.34,12112,102316,75.69,3.76,0,20,1,0,19,10,1,1,2025-11-19 12:55:00,True,lannacombe,0.0,0.0,0.0
2025-11-22 06:00:00,8.21,6.47,11.88,12,0.93,0.0,6.64,211,11.35,13768,102063,78.92,4.74,0,51,0,0,50,31,3,2,2025-11-19 12:55:00,True,lannacombe,0.75,0.0,0.375
2025-11-22 09:00:00,8.68,8.08,15.42,12,2.19,0.0,7.36,208,12.58,10693,101867,88.53,5.14,1,60,0,0,60,41,5,3,2025-11-19 12:55:00,True,lannacombe,0.75,0.25,0.5
2025-11-22 12:00:00,10.1,8.64,14.65,12,1.25,0.0,7.57,218,13.19,12846,101571,88.88,6.85,1,60,0,0,60,42,5,3,2025-11-19 12:55:00,True,lannacombe,0.75,0.25,0.5
2025-11-22 15:00:00,10.31,10.07,14.95,15,1.57,0.0,6.66,221,11.5,10784,101225,90.27,7.31,1,79,0,0,78,76,15,8,2025-11-19 12:55:00,True,lannacombe,1.0,0.0,0.5
2025-11-22 18:00:00,10.18,9.15,13.26,15,1.84,0.0,6.09,227,10.62,8525,100916,93.48,6.74,0,74,0,0,74,70,14,7,2025-11-19 12:55:00,True,lannacombe,1.0,0.0,0.5
2025-11-22 21:00:00,9.44,9.0,10.8,12,1.43,0.0,5.75,230,9.96,12874,100671,92.66,6.45,0,56,0,0,56,36,4,2,2025-11-19 12:55:00,True,lannacombe,0.75,0.0,0.375
2025-11-23 00:00:00,9.83,9.2,13.66,15,1.4,0.0,6.86,228,11.87,9774,100361,92.43,6.45,0,75,0,0,75,72,14,8,2025-11-19 12:55:00,True,lannacombe,1.0,0.0,0.5
2025-11-23 03:00:00,9.63,9.26,15.19,13,0.91,0.0,7.69,260,13.39,18906,100163,90.17,5.93,0,54,0,0,54,51,10,10,2025-11-19 12:55:00,True,lannacombe,0.75,0.25,0.5
2025-11-23 06:00:00,9.34,8.35,15.3,2,0.0,0.0,7.82,272,13.55,18806,100072,87.77,4.83,0,10,0,0,10,7,1,1,2025-11-19 12:55:00,True,lannacombe,0.0,1.0,0.5
2025-11-23 09:00:00,8.59,8.35,15.41,3,0.0,0.0,8.18,272,14.21,22697,100058,83.2,4.84,1,9,0,0,9,7,1,1,2025-11-19 12:55:00,True,lannacombe,0.0,1.0,0.5
2025-11-23 12:00:00,9.8,8.56,17.16,3,0.0,0.0,9.47,277,16.67,23675,99997,74.46,5.94,1,13,0,0,13,8,0,2,2025-11-19 12:55:00,True,lannacombe,0.0,1.0,0.5
2025-11-23 15:00:00,9.71,9.09,18.48,3,0.0,0.0,9.04,281,15.86,23888,99911,75.09,5.34,1,14,0,0,14,10,1,2,2025-11-19 12:55:00,True,lannacombe,0.0,1.0,0.5
2025-11-23 18:00:00,9.11,7.84,16.85,2,0.0,0.0,7.99,282,13.78,23704,99929,80.33,4.06,0,6,0,0,6,4,0,0,2025-11-19 12:55:00,True,lannacombe,0.0,1.0,0.5
2025-11-23 21:00:00,7.88,7.44,14.69,2,0.0,0.0,7.29,284,12.55,23954,99936,81.63,3.76,0,6,0,0,6,3,0,0,2025-11-19 12:55:00,True,lannacombe,0.0,1.0,0.5
2025-11-24 00:00:00,7.47,6.96,13.65,0,0.0,0.0,6.7,286,11.38,24166,99893,83.43,3.42,0,6,0,0,6,3,0,0,2025-11-19 12:55:00,True,lannacombe,0.0,0.5,0.25
2025-11-24 03:00:00,7.03,6.71,12.3,0,0.0,0.0,6.44,287,10.96,22521,99805,84.35,3.13,0,6,0,0,6,3,0,0,2025-11-19 12:55:00,True,lannacombe,0.0,0.5,0.25
2025-11-24 06:00:00,6.74,6.28,12.6,2,0.0,0.0,6.11,294,10.46,20995,99724,86.25,2.79,0,6,0,0,5,3,0,0,2025-11-19 12:55:00,True,lannacombe,0.0,0.5,0.25
2025-11-19 12:00:00,7.46,6.84,27.8,3,0.0,0.0,17.5,340,23.2,38108,101350,100.0,1.38,1,0,0,0,0,0,0,0,2025-11-19 12:55:00,False,berry_head,0.0,1.0,0.5
2025-11-19 15:00:00,8.45,7.27,18.43,1,0.0,0.0,10.69,353,13.0,46986,101530,56.41,3.77,1,0,0,0,0,0,0,0,2025-11-19 12:55:00,True,berry_head,0.0,0.25,0.125
2025-11-19 18:00:00,8.45,6.63,12.62,0,0.0,0.0,7.72,326,9.75,36503,101680,73.15,2.18,0,0,0,0,0,0,0,0,2025-11-19 12:55:00,True,berry_head,0.0,0.25,0.125
2025-11-19 21:00:00,6.82,6.35,10.02,0,0.0,0.0,6.97,321,9.65,41370,101765,74.41,2.41,0,0,0,0,0,0,0,0,2025-11-19 12:55:00,True,berry_head,0.0,0.0,0.0
2025-11-20 00:00:00,6.82,6.17,9.49,0,0.0,0.0,5.81,309,8.59,47729,101757,81.71,2.02,0,1,0,0,0,0,0,0,2025-11-19 12:55:00,True,berry_head,0.0,0.0,0.0
2025-11-20 03:00:00,6.25,5.19,9.07,7,0.0,0.0,5.9,302,8.69,46634,101717,85.68,1.6,0,4,1,0,4,0,0,0,2025-11-19 12:55:00,True,berry_head,0.0,0.0,0.0
2025-11-20 06:00:00,5.86,5.18,9.68,2,0.0,0.0,6.46,317,9.16,39133,101740,85.97,0.92,0,2,0,0,2,1,0,0,2025-11-19 12:55:00,True,berry_head,0.0,0.0,0.0
2025-11-20 09:00:00,5.68,4.95,10.46,1,0.0,0.0,7.14,323,9.71,38486,101856,83.15,0.49,1,1,0,0,1,1,0,0,2025-11-19 12:55:00,True,berry_head,0.0,0.25,0.125
2025-11-20 12:00:00,7.4,5.14,10.55,1,0.0,0.0,7.95,341,10.55,49998,101869,61.56,2.99,1,31,0,0,31,21,2,5,2025-11-19 12:55:00,True,berry_head,0.75,0.25,0.5
2025-11-20 15:00:00,7.86,7.4,10.52,1,0.0,0.0,7.73,337,10.19,49130,101902,60.66,3.67,1,0,0,0,0,0,0,0,2025-11-19 12:55:00,True,berry_head,0.0,0.25,0.125
2025-11-20 18:00:00,7.79,6.85,11.19,0,0.0,0.0,7.78,331,10.9,41640,102032,78.06,2.63,0,0,0,0,0,0,0,0,2025-11-19 12:55:00,True,berry_head,0.0,0.25,0.125
2025-11-20 21:00:00,7.47,6.89,11.59,0,0.0,0.0,7.7,335,11.01,44506,102201,75.56,2.87,0,0,0,0,0,0,0,0,2025-11-19 12:55:00,True,berry_head,0.0,0.25,0.125
2025-11-21 00:00:00,7.47,7.12,10.92,0,0.0,0.0,6.53,331,9.5,45088,102313,79.99,2.83,0,0,0,0,0,0,0,0,2025-11-19 12:55:00,True,berry_head,0.0,0.0,0.0
2025-11-21 03:00:00,7.16,6.53,10.85,0,0.0,0.0,7.22,342,9.99,39724,102415,82.02,2.31,0,0,0,0,0,0,0,0,2025-11-19 12:55:00,True,berry_head,0.0,0.25,0.125
2025-11-21 06:00:00,6.85,6.05,10.3,0,0.0,0.0,5.81,345,8.67,31842,102569,85.47,2.3,0,0,0,0,0,0,0,0,2025-11-19 12:55:00,True,berry_head,0.0,0.0,0.0
2025-11-21 09:00:00,6.31,5.38,8.91,1,0.0,0.0,4.84,343,6.84,28825,102790,84.14,2.44,1,0,0,0,0,0,0,0,2025-11-19 12:55:00,True,berry_head,0.0,0.0,0.0
2025-11-21 12:00:00,7.43,5.71,5.89,1,0.0,0.0,4.01,341,5.89,36326,102851,66.81,5.11,1,0,0,0,0,0,0,0,2025-11-19 12:55:00,True,berry_head,0.0,0.0,0.0
2025-11-21 15:00:00,8.03,7.43,4.75,1,0.0,0.0,3.13,299,4.44,37136,102804,68.67,6.87,1,1,0,0,1,0,0,0,2025-11-19 12:55:00,True,berry_head,0.0,0.0,0.0
2025-11-21 18:00:00,8.0,6.88,5.71,2,0.0,0.0,3.3,268,4.72,34105,102785,81.63,5.47,0,2,0,0,2,0,0,0,2025-11-19 12:55:00,True,berry_head,0.0,0.0,0.0
2025-11-21 21:00:00,8.37,7.34,6.85,7,0.0,0.0,3.88,222,5.54,33354,102721,79.74,6.36,0,5,0,0,5,0,0,0,2025-11-19 12:55:00,True,berry_head,0.0,0.0,0.0
2025-11-22 00:00:00,9.15,8.36,8.14,7,0.0,0.0,5.43,211,8.14,8423,102542,79.03,6.35,0,11,0,0,11,5,1,0,2025-11-19 12:55:00,True,berry_head,0.0,0.0,0.0
2025-11-22 03:00:00,9.84,9.09,13.59,7,0.0,0.0,7.0,208,10.81,9194,102318,75.67,6.61,0,17,0,0,17,9,1,1,2025-11-19 12:55:00,True,berry_head,0.0,0.0,0.0
2025-11-22 06:00:00,10.5,9.18,12.71,12,0.99,0.0,8.21,208,12.71,11792,102058,77.57,6.97,0,51,0,0,50,31,3,1,2025-11-19 12:55:00,True,berry_head,0.75,0.25,0.5
2025-11-22 09:00:00,10.46,9.93,16.87,15,1.01,0.0,9.84,205,14.97,9539,101879,87.02,6.34,1,78,0,0,77,73,14,7,2025-11-19 12:55:00,True,berry_head,1.0,0.25,0.625
2025-11-22 12:00:00,10.74,10.06,15.04,12,1.08,0.0,9.7,213,15.04,13695,101583,87.06,7.18,1,60,0,0,60,42,5,3,2025-11-19 12:55:00,True,berry_head,0.75,0.25,0.5
2025-11-22 15:00:00,11.1,10.72,15.08,12,0.7,0.0,8.85,218,13.58,18063,101236,88.11,7.96,1,55,0,0,55,38,4,3,2025-11-19 12:55:00,True,berry_head,0.75,0.25,0.5
2025-11-22 18:00:00,11.25,10.77,13.57,12,1.12,0.0,8.39,223,12.65,10117,100934,92.13,8.22,0,54,0,0,54,35,3,2,2025-11-19 12:55:00,True,berry_head,0.75,1.0,0.875
2025-11-22 21:00:00,11.42,11.03,11.72,12,1.39,0.0,7.82,224,11.72,13341,100662,93.8,8.61,0,55,0,0,55,36,3,2,2025-11-19 12:55:00,True,berry_head,0.75,1.0,0.875
2025-11-23 00:00:00,11.58,10.94,14.05,13,2.03,0.0,7.99,222,12.56,13750,100356,91.86,8.11,0,60,0,0,60,56,11,10,2025-11-19 12:55:00,True,berry_head,0.75,1.0,0.875
2025-11-23 03:00:00,11.3,10.9,15.13,9,1.05,0.0,8.09,256,12.59,19642,100135,91.33,7.76,0,38,0,0,38,25,3,5,2025-11-19 12:55:00,True,berry_head,0.75,1.0,0.875
2025-11-23 06:00:00,11.02,10.34,14.55,2,0.0,0.0,8.48,265,13.09,19730,100033,88.27,6.93,0,9,0,0,9,6,1,1,2025-11-19 12:55:00,True,berry_head,0.0,1.0,0.5
2025-11-23 09:00:00,10.45,9.48,15.34,3,0.0,0.0,9.55,269,14.6,23987,100013,83.7,6.07,1,9,0,0,8,5,1,1,2025-11-19 12:55:00,True,berry_head,0.0,1.0,0.5
2025-11-23 12:00:00,10.36,9.75,16.56,3,0.0,0.0,10.44,275,16.56,27040,99935,75.23,6.55,1,14,0,0,13,9,1,3,2025-11-19 12:55:00,True,berry_head,0.0,0.25,0.125
2025-11-23 15:00:00,10.31,10.11,18.24,3,0.0,0.0,10.36,281,16.12,25133,99853,76.16,6.4,1,15,0,0,15,10,1,2,2025-11-19 12:55:00,True,berry_head,0.0,0.25,0.125
2025-11-23 18:00:00,10.36,9.83,16.11,2,0.0,0.0,9.41,281,14.26,23619,99887,81.51,6.12,0,7,0,0,7,6,1,1,2025-11-19 12:55:00,True,berry_head,0.0,0.25,0.125
2025-11-23 21:00:00,10.11,9.71,14.69,2,0.0,0.0,8.75,283,13.31,25466,99887,83.0,6.45,0,6,0,0,6,3,0,0,2025-11-19 12:55:00,True,berry_head,0.0,0.25,0.125
2025-11-24 00:00:00,10.11,9.76,12.88,2,0.0,0.0,7.59,285,11.66,23998,99848,85.46,6.23,0,3,0,0,3,2,0,0,2025-11-19 12:55:00,True,berry_head,0.0,0.25,0.125
2025-11-24 03:00:00,9.81,9.38,12.76,0,0.0,0.0,7.68,286,11.6,23927,99765,85.96,5.86,0,4,0,0,4,2,0,0,2025-11-19 12:55:00,True,berry_head,0.0,0.25,0.125
2025-11-24 06:00:00,9.44,8.89,11.58,2,0.0,0.0,7.56,292,11.38,22276,99678,87.94,5.55,0,3,0,0,3,2,0,0,2025-11-19 12:55:00,True,berry_head,0.0,0.25,0.125
2025-11-19 12:00:00,5.69,3.28,17.13,3,1.22,0.0,9.1,347,12.86,31930,101280,73.54,0.7,1,0,0,0,0,0,0,0,2025-11-19 12:55:00,False,branscombe,0.0,1.0,0.5
2025-11-19 15:00:00,5.92,5.32,14.43,1,0.0,0.0,6.53,346,12.74,46095,101452,59.58,1.1,1,0,0,0,0,0,0,0,2025-11-19 12:55:00,True,branscombe,0.0,0.5,0.25
2025-11-19 18:00:00,5.33,2.28,12.72,0,0.0,0.0,4.72,334,12.04,38152,101600,65.47,-1.85,0,0,0,0,0,0,0,0,2025-11-19 12:55:00,True,branscombe,0.0,0.5,0.25
2025-11-19 21:00:00,2.32,1.42,12.69,0,0.0,0.0,4.34,327,10.76,43409,101698,70.72,-2.76,0,0,0,0,0,0,0,0,2025-11-19 12:55:00,True,branscombe,0.0,0.5,0.25
2025-11-20 00:00:00,1.44,0.77,11.48,0,0.0,0.0,4.09,321,9.67,46244,101694,77.11,-3.36,0,0,0,0,0,0,0,0,2025-11-19 12:55:00,True,branscombe,0.0,0.5,0.25
2025-11-20 03:00:00,0.81,0.62,12.17,0,0.0,0.0,4.36,315,10.19,48162,101674,81.89,-3.72,0,0,0,0,0,0,0,0,2025-11-19 12:55:00,True,branscombe,0.0,0.5,0.25
2025-11-20 06:00:00,0.77,0.5,12.15,0,0.0,0.0,4.32,317,10.07,46363,101694,80.55,-3.76,0,1,1,0,0,0,0,0,2025-11-19 12:55:00,True,branscombe,0.0,0.5,0.25
2025-11-20 09:00:00,2.07,0.59,12.5,1,0.0,0.0,5.0,321,10.94,43092,101793,76.97,-2.35,1,0,0,0,0,0,0,0,2025-11-19 12:55:00,True,branscombe,0.0,0.5,0.25
2025-11-20 12:00:00,5.55,2.06,11.64,1,0.0,0.0,6.37,340,11.11,53419,101792,54.74,1.42,1,0,0,0,0,0,0,0,2025-11-19 12:55:00,True,branscombe,0.0,0.5,0.25
2025-11-20 15:00:00,5.67,5.07,11.42,1,0.0,0.0,4.8,330,9.61,46314,101825,58.23,1.56,1,0,0,0,0,0,0,0,2025-11-19 12:55:00,True,branscombe,0.0,0.5,0.25
2025-11-20 18:00:00,5.08,2.4,12.68,0,0.0,0.0,5.11,330,11.39,43777,101972,69.15,-1.93,0,0,0,0,0,0,0,0,2025-11-19 12:55:00,True,branscombe,0.0,0.5,0.25
2025-11-20 21:00:00,2.44,1.82,13.32,0,0.0,0.0,4.62,338,10.86,42958,102154,74.48,-2.41,0,0,0,0,0,0,0,0,2025-11-19 12:55:00,True,branscombe,0.0,0.5,0.25
2025-11-21 00:00:00,1.82,1.11,11.0,0,0.0,0.0,4.11,332,9.55,41870,102268,79.78,-2.9,0,0,0,0,0,0,0,0,2025-11-19 12:55:00,True,branscombe,0.0,0.5,0.25
2025-11-21 03:00:00,1.16,0.81,12.01,0,0.0,0.0,4.36,340,9.69,40823,102388,82.36,-3.48,0,0,0,0,0,0,0,0,2025-11-19 12:55:00,True,branscombe,0.0,0.5,0.25
2025-11-21 06:00:00,0.84,0.47,11.23,0,0.0,0.0,4.14,342,8.45,35382,102544,85.76,-3.74,0,0,0,0,0,0,0,0,2025-11-19 12:55:00,True,branscombe,0.0,0.5,0.25
2025-11-21 09:00:00,1.93,0.48,11.2,1,0.0,0.0,3.8,346,7.97,35639,102760,81.42,-1.68,1,0,0,0,0,0,0,0,2025-11-19 12:55:00,True,branscombe,0.0,0.0,0.0
2025-11-21 12:00:00,5.44,1.93,6.73,1,0.0,0.0,3.29,350,5.58,41830,102827,67.55,2.85,1,0,0,0,0,0,0,0,2025-11-19 12:55:00,True,branscombe,0.0,0.0,0.0
2025-11-21 15:00:00,5.82,5.43,5.03,1,0.0,0.0,1.81,310,3.23,38349,102784,73.36,4.14,1,1,1,0,0,0,0,0,2025-11-19 12:55:00,True,branscombe,0.0,0.0,0.0
2025-11-21 18:00:00,5.5,1.88,5.73,0,0.0,0.0,1.77,286,2.8,34540,102785,81.77,0.23,0,2,1,0,0,0,0,0,2025-11-19 12:55:00,True,branscombe,0.0,0.0,0.0
2025-11-21 21:00:00,3.59,2.2,6.93,7,0.0,0.0,2.55,236,4.44,34927,102722,78.94,1.32,0,4,3,0,3,0,0,0,2025-11-19 12:55:00,True,branscombe,0.0,0.0,0.0
2025-11-22 00:00:00,6.21,3.47,7.52,7,0.0,0.0,4.37,222,7.47,14525,102552,75.83,3.4,0,8,2,0,7,2,0,0,2025-11-19 12:55:00,True,branscombe,0.0,0.0,0.0
2025-11-22 03:00:00,8.15,6.17,13.51,7,0.0,0.0,6.62,216,11.0,14758,102329,71.55,4.79,0,13,1,0,12,6,1,0,2025-11-19 12:55:00,True,branscombe,0.0,0.0,0.0
2025-11-22 06:00:00,9.26,8.02,13.62,7,0.0,0.0,8.23,213,13.49,22433,102070,74.29,5.6,0,20,1,0,19,12,1,1,2025-11-19 12:55:00,True,branscombe,0.0,0.25,0.125
2025-11-22 09:00:00,9.45,9.21,17.26,12,0.86,0.0,9.36,208,15.26,10232,101899,83.93,5.5,1,56,1,0,55,36,3,2,2025-11-19 12:55:00,True,branscombe,0.75,0.25,0.5
2025-11-22 12:00:00,10.3,9.39,16.56,15,0.97,0.0,9.67,211,15.84,13355,101596,85.7,6.51,1,76,0,0,76,69,13,7,2025-11-19 12:55:00,True,branscombe,1.0,0.25,0.625
2025-11-22 15:00:00,10.59,10.24,15.92,12,0.77,0.0,8.91,215,14.62,16179,101250,87.3,7.06,1,58,1,0,57,39,4,2,2025-11-19 12:55:00,True,branscombe,0.75,0.25,0.5
2025-11-22 18:00:00,10.5,9.42,15.29,15,1.46,0.0,7.8,220,12.7,9989,100947,91.44,6.6,0,75,0,0,75,71,14,7,2025-11-19 12:55:00,True,branscombe,1.0,0.25,0.625
2025-11-22 21:00:00,9.9,9.45,11.38,15,1.63,0.0,6.98,229,11.38,11594,100658,93.25,6.81,0,75,1,0,75,70,14,8,2025-11-19 12:55:00,True,branscombe,1.0,0.0,0.5
2025-11-23 00:00:00,9.98,9.33,14.93,13,1.83,0.0,7.66,220,12.57,13564,100351,90.72,6.59,0,60,0,0,60,56,11,10,2025-11-19 12:55:00,True,branscombe,0.75,0.25,0.5
2025-11-23 03:00:00,9.8,9.25,13.29,2,0.0,0.0,7.28,247,12.13,19316,100099,91.36,6.16,0,19,0,0,19,16,3,3,2025-11-19 12:55:00,True,branscombe,0.0,0.25,0.125
2025-11-23 06:00:00,9.41,8.17,14.74,2,0.0,0.0,6.84,261,11.49,21334,99982,88.43,4.9,0,12,0,0,12,9,1,1,2025-11-19 12:55:00,True,branscombe,0.0,0.0,0.0
2025-11-23 09:00:00,8.41,7.93,12.96,3,0.0,0.0,7.26,266,12.23,25061,99956,84.32,4.8,1,8,0,0,7,5,1,1,2025-11-19 12:55:00,True,branscombe,0.0,0.25,0.125
2025-11-23 12:00:00,9.63,8.34,15.29,3,0.0,0.0,8.62,273,14.86,26380,99870,76.08,5.9,1,14,0,0,14,9,1,2,2025-11-19 12:55:00,True,branscombe,0.0,1.0,0.5
2025-11-23 15:00:00,9.52,8.78,16.05,3,0.0,0.0,8.28,279,14.06,26171,99789,76.91,5.16,1,15,0,0,14,11,2,2,2025-11-19 12:55:00,True,branscombe,0.0,1.0,0.5
2025-11-23 18:00:00,8.83,7.41,15.04,2,0.0,0.0,7.0,281,11.78,23819,99817,80.37,3.8,0,8,0,0,8,6,1,1,2025-11-19 12:55:00,True,branscombe,0.0,0.5,0.25
2025-11-23 21:00:00,7.47,6.87,12.12,2,0.0,0.0,6.5,281,10.98,26016,99824,82.6,3.33,0,7,0,0,7,4,0,0,2025-11-19 12:55:00,True,branscombe,0.0,0.5,0.25
2025-11-24 00:00:00,6.95,6.49,12.06,2,0.0,0.0,6.11,285,10.3,25534,99785,84.17,2.96,0,4,0,0,3,1,0,0,2025-11-19 12:55:00,True,branscombe,0.0,0.5,0.25
2025-11-24 03:00:00,6.56,6.17,10.72,2,0.0,0.0,5.82,286,9.8,25264,99709,84.98,2.7,0,4,0,0,4,2,0,0,2025-11-19 12:55:00,True,branscombe,0.0,0.5,0.25
2025-11-24 06:00:00,6.24,5.79,11.09,2,0.0,0.0,5.63,293,9.5,22512,99627,86.8,2.33,0,7,0,0,6,3,0,0,2025-11-19 12:55:00,True,branscombe,0.0,0.5,0.25
2025-11-19 12:00:00,6.41,3.87,19.0,3,0.0,0.0,13.4,340,18.0,28686,101150,72.88,0.78,1,1,0,0,1,0,0,0,2025-11-19 12:55:00,False,isle_portland,0.0,1.0,0.5
2025-11-19 15:00:00,6.69,6.11,16.5,1,0.0,0.0,9.81,343,13.97,44061,101370,65.43,0.85,1,0,0,0,0,0,0,0,2025-11-19 12:55:00,True,isle_portland,0.0,1.0,0.5
2025-11-19 18:00:00,6.13,4.29,13.49,0,0.0,0.0,7.12,342,11.36,38714,101540,63.44,-0.37,0,0,0,0,0,0,0,0,2025-11-19 12:55:00,True,isle_portland,0.0,1.0,0.5
2025-11-19 21:00:00,4.33,3.6,13.44,0,0.0,0.0,8.2,338,12.71,41165,101615,68.93,-1.64,0,0,0,0,0,0,0,0,2025-11-19 12:55:00,True,isle_portland,0.0,1.0,0.5
2025-11-20 00:00:00,3.89,3.39,11.98,0,0.0,0.0,7.9,334,11.97,43789,101620,72.48,-1.88,0,0,0,0,0,0,0,0,2025-11-19 12:55:00,True,isle_portland,0.0,1.0,0.5
2025-11-20 03:00:00,3.41,3.16,11.82,0,0.0,0.0,7.39,329,10.94,48149,101617,75.78,-1.95,0,0,0,0,0,0,0,0,2025-11-19 12:55:00,True,isle_portland,0.0,1.0,0.5
2025-11-20 06:00:00,3.28,3.02,11.13,0,0.0,0.0,7.13,332,10.97,46293,101644,76.71,-2.11,0,0,0,0,0,0,0,0,2025-11-19 12:55:00,True,isle_portland,0.0,1.0,0.5
2025-11-20 09:00:00,3.88,3.08,11.88,1,0.0,0.0,7.77,329,11.15,41621,101730,74.86,-1.45,1,0,0,0,0,0,0,0,2025-11-19 12:55:00,True,isle_portland,0.0,1.0,0.5
2025-11-20 12:00:00,6.61,3.87,11.08,1,0.0,0.0,7.5,335,10.52,51310,101742,56.91,2.02,1,0,0,0,0,0,0,0,2025-11-19 12:55:00,True,isle_portland,0.0,1.0,0.5
2025-11-20 15:00:00,7.03,6.58,11.04,1,0.0,0.0,7.86,332,10.92,50775,101759,56.85,2.47,1,0,0,0,0,0,0,0,2025-11-19 12:55:00,True,isle_portland,0.0,1.0,0.5
2025-11-20 18:00:00,6.97,5.32,11.96,0,0.0,0.0,7.74,335,11.74,45577,101912,68.78,0.59,0,0,0,0,0,0,0,0,2025-11-19 12:55:00,True,isle_portland,0.0,1.0,0.5
2025-11-20 21:00:00,5.34,4.72,11.91,0,0.0,0.0,7.75,345,11.66,41120,102088,74.77,-0.09,0,0,0,0,0,0,0,0,2025-11-19 12:55:00,True,isle_portland,0.0,1.0,0.5
2025-11-21 00:00:00,4.8,3.81,11.7,0,0.0,0.0,7.58,346,11.14,41081,102193,80.71,-1.38,0,0,0,0,0,0,0,0,2025-11-19 12:55:00,True,isle_portland,0.0,1.0,0.5
2025-11-21 03:00:00,3.82,3.44,11.17,0,0.0,0.0,7.22,350,11.17,38191,102330,85.44,-1.59,0,0,0,0,0,0,0,0,2025-11-19 12:55:00,True,isle_portland,0.0,1.0,0.5
2025-11-21 06:00:00,3.59,3.34,11.51,0,0.0,0.0,6.95,357,11.36,35341,102480,84.88,-1.47,0,0,0,0,0,0,0,0,2025-11-19 12:55:00,True,isle_portland,0.0,0.5,0.25
2025-11-21 09:00:00,4.01,3.5,12.8,1,0.0,0.0,6.16,359,10.17,33631,102716,81.11,-0.42,1,0,0,0,0,0,0,0,2025-11-19 12:55:00,True,isle_portland,0.0,0.5,0.25
2025-11-21 12:00:00,6.81,4.01,7.67,1,0.0,0.0,5.19,351,7.45,37040,102787,70.08,3.46,1,0,0,0,0,0,0,0,2025-11-19 12:55:00,True,isle_portland,0.0,0.5,0.25
2025-11-21 15:00:00,7.66,6.79,6.05,1,0.0,0.0,3.68,338,5.41,37208,102774,72.43,5.25,1,0,0,0,0,0,0,0,2025-11-19 12:55:00,True,isle_portland,0.0,0.0,0.0
2025-11-21 18:00:00,7.42,5.45,6.42,0,0.0,0.0,3.57,317,5.19,33766,102785,83.96,4.08,0,1,0,0,0,0,0,0,2025-11-19 12:55:00,True,isle_portland,0.0,0.0,0.0
2025-11-21 21:00:00,6.92,5.83,6.7,7,0.0,0.0,4.32,202,6.12,33933,102740,81.51,4.61,0,5,0,0,3,0,0,0,2025-11-19 12:55:00,True,isle_portland,0.0,0.0,0.0
2025-11-22 00:00:00,8.01,6.54,8.64,7,0.0,0.0,5.99,214,8.64,35736,102586,76.2,5.22,0,7,0,0,5,1,0,0,2025-11-19 12:55:00,True,isle_portland,0.0,0.0,0.0
2025-11-22 03:00:00,9.36,7.98,12.65,7,0.0,0.0,8.22,215,12.05,29151,102381,70.91,6.0,0,11,0,0,10,5,1,0,2025-11-19 12:55:00,True,isle_portland,0.0,0.25,0.125
2025-11-22 06:00:00,10.17,8.73,14.61,8,0.0,0.0,9.82,211,14.61,27165,102146,71.47,6.51,0,19,0,0,18,9,1,1,2025-11-19 12:55:00,True,isle_portland,0.0,0.25,0.125
2025-11-22 09:00:00,10.19,9.9,17.63,12,0.65,0.0,11.11,205,16.69,13523,101976,80.11,6.17,1,49,0,0,48,28,2,1,2025-11-19 12:55:00,True,isle_portland,0.75,0.25,0.5
2025-11-22 12:00:00,10.53,10.13,17.44,12,1.08,0.0,11.43,206,17.44,13123,101680,83.61,6.56,1,56,0,0,55,34,3,2,2025-11-19 12:55:00,True,isle_portland,0.75,0.25,0.5
2025-11-22 15:00:00,10.73,10.5,18.42,15,0.96,0.0,11.47,209,17.23,13283,101318,86.27,6.87,1,78,0,0,78,74,14,7,2025-11-19 12:55:00,True,isle_portland,1.0,0.25,0.625
2025-11-22 18:00:00,10.67,10.17,16.86,15,1.52,0.0,11.42,211,16.86,10086,101015,90.48,6.89,0,80,0,0,79,76,15,8,2025-11-19 12:55:00,True,isle_portland,1.0,0.25,0.625
2025-11-22 21:00:00,10.85,10.48,15.64,15,2.19,0.0,10.62,225,15.64,9960,100694,92.97,7.46,0,77,0,0,76,73,14,8,2025-11-19 12:55:00,True,isle_portland,1.0,0.25,0.625
2025-11-23 00:00:00,10.99,10.48,15.72,15,1.5,0.0,10.0,221,14.88,16872,100391,89.87,7.54,0,74,0,0,73,70,14,8,2025-11-19 12:55:00,True,isle_portland,1.0,0.25,0.625
